Order Date,Sales,Discount,Category,Sub Category,City,Region,year,month,quarter,weekofyear,dayofweek,dayofmonth,is_weekend
2022-12-23,2374,0.26,Oil & Masala,Edible Oil & Ghee,Virudhunagar,South,2022,12,4,51,4,23,0
2022-12-23,2377,0.23,Food Grains,Atta & Flour,Vellore,South,2022,12,4,51,4,23,0
2022-12-23,2457,0.23,Oil & Masala,Edible Oil & Ghee,Vellore,East,2022,12,4,51,4,23,0
2022-12-24,553,0.31,Fruits & Veggies,Organic Vegetables,Namakkal,West,2022,12,4,51,5,24,1
2022-12-24,707,0.14,Bakery,Cakes,Tenkasi,South,2022,12,4,51,5,24,1
2022-12-24,836,0.1,Bakery,Breads & Buns,Madurai,West,2022,12,4,51,5,24,1
2022-12-24,945,0.16,"Eggs, Meat & Fish",Eggs,Madurai,West,2022,12,4,51,5,24,1
2022-12-24,1638,0.24,Bakery,Breads & Buns,Virudhunagar,West,2022,12,4,51,5,24,1
2022-12-24,1733,0.13,Food Grains,Rice,Kanyakumari,West,2022,12,4,51,5,24,1
2022-12-24,2045,0.19,Bakery,Cakes,Viluppuram,West,2022,12,4,51,5,24,1
2022-12-24,2092,0.18,Snacks,Noodles,Pudukottai,West,2022,12,4,51,5,24,1
2022-12-24,2159,0.19,"Eggs, Meat & Fish",Fish,Vellore,East,2022,12,4,51,5,24,1
2022-12-24,2361,0.34,Bakery,Breads & Buns,Bodi,West,2022,12,4,51,5,24,1
2022-12-24,2387,0.22,Bakery,Cakes,Dharmapuri,West,2022,12,4,51,5,24,1
2022-12-26,570,0.34,"Eggs, Meat & Fish",Eggs,Theni,East,2022,12,4,52,0,26,0
2022-12-26,840,0.25,Food Grains,Rice,Dharmapuri,West,2022,12,4,52,0,26,0
2022-12-26,849,0.19,Snacks,Chocolates,Ramanadhapuram,West,2022,12,4,52,0,26,0
2022-12-26,975,0.26,Bakery,Breads & Buns,Madurai,Central,2022,12,4,52,0,26,0
2022-12-26,1039,0.17,"Eggs, Meat & Fish",Eggs,Namakkal,East,2022,12,4,52,0,26,0
2022-12-26,1186,0.2,Food Grains,Atta & Flour,Chennai,East,2022,12,4,52,0,26,0
2022-12-26,1258,0.26,Fruits & Veggies,Organic Vegetables,Trichy,West,2022,12,4,52,0,26,0
2022-12-26,1820,0.21,Oil & Masala,Edible Oil & Ghee,Krishnagiri,West,2022,12,4,52,0,26,0
2022-12-26,1881,0.27,"Eggs, Meat & Fish",Mutton,Chennai,Central,2022,12,4,52,0,26,0
2022-12-26,1921,0.14,Beverages,Soft Drinks,Krishnagiri,West,2022,12,4,52,0,26,0
2022-12-26,1957,0.11,"Eggs, Meat & Fish",Mutton,Cumbum,East,2022,12,4,52,0,26,0
2022-12-26,1969,0.15,Oil & Masala,Masalas,Bodi,West,2022,12,4,52,0,26,0
2022-12-26,2253,0.13,Beverages,Health Drinks,Virudhunagar,East,2022,12,4,52,0,26,0
2022-12-26,2484,0.27,Bakery,Biscuits,Karur,East,2022,12,4,52,0,26,0
2022-12-26,2488,0.14,Oil & Masala,Masalas,Dharmapuri,West,2022,12,4,52,0,26,0
2022-12-27,531,0.32,Beverages,Health Drinks,Chennai,East,2022,12,4,52,1,27,0
2022-12-27,535,0.15,Oil & Masala,Spices,Theni,Central,2022,12,4,52,1,27,0
2022-12-27,553,0.32,Food Grains,Rice,Ramanadhapuram,West,2022,12,4,52,1,27,0
2022-12-27,772,0.29,"Eggs, Meat & Fish",Chicken,Dharmapuri,West,2022,12,4,52,1,27,0
2022-12-27,885,0.18,Oil & Masala,Spices,Vellore,Central,2022,12,4,52,1,27,0
2022-12-27,921,0.18,Oil & Masala,Spices,Ooty,West,2022,12,4,52,1,27,0
2022-12-27,1051,0.32,Fruits & Veggies,Fresh Vegetables,Karur,West,2022,12,4,52,1,27,0
2022-12-27,1099,0.19,Beverages,Health Drinks,Chennai,West,2022,12,4,52,1,27,0
2022-12-27,1275,0.32,Fruits & Veggies,Organic Vegetables,Nagercoil,Central,2022,12,4,52,1,27,0
2022-12-27,1520,0.33,"Eggs, Meat & Fish",Chicken,Virudhunagar,South,2022,12,4,52,1,27,0
2022-12-27,1643,0.25,Food Grains,Atta & Flour,Trichy,South,2022,12,4,52,1,27,0
2022-12-27,1823,0.14,"Eggs, Meat & Fish",Mutton,Bodi,West,2022,12,4,52,1,27,0
2022-12-27,1961,0.15,Oil & Masala,Masalas,Chennai,West,2022,12,4,52,1,27,0
2022-12-27,2097,0.24,"Eggs, Meat & Fish",Chicken,Kanyakumari,East,2022,12,4,52,1,27,0
2022-12-27,2161,0.29,Snacks,Chocolates,Vellore,East,2022,12,4,52,1,27,0
2022-12-27,2192,0.34,Oil & Masala,Edible Oil & Ghee,Vellore,West,2022,12,4,52,1,27,0
2022-12-28,531,0.32,Snacks,Chocolates,Tirunelveli,East,2022,12,4,52,2,28,0
2022-12-28,729,0.25,Bakery,Biscuits,Dindigul,West,2022,12,4,52,2,28,0
2022-12-28,887,0.34,Oil & Masala,Edible Oil & Ghee,Ooty,East,2022,12,4,52,2,28,0
2022-12-28,1583,0.21,Fruits & Veggies,Fresh Vegetables,Cumbum,East,2022,12,4,52,2,28,0
2022-12-28,1676,0.24,Bakery,Biscuits,Krishnagiri,East,2022,12,4,52,2,28,0
2022-12-28,2491,0.13,Fruits & Veggies,Fresh Fruits,Trichy,West,2022,12,4,52,2,28,0
2022-12-29,737,0.18,Food Grains,Atta & Flour,Theni,Central,2022,12,4,52,3,29,0
2022-12-29,896,0.33,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,East,2022,12,4,52,3,29,0
2022-12-29,996,0.27,Beverages,Soft Drinks,Salem,West,2022,12,4,52,3,29,0
2022-12-29,1083,0.23,Fruits & Veggies,Fresh Fruits,Salem,Central,2022,12,4,52,3,29,0
2022-12-29,1093,0.21,Fruits & Veggies,Fresh Vegetables,Krishnagiri,West,2022,12,4,52,3,29,0
2022-12-29,1155,0.22,"Eggs, Meat & Fish",Fish,Virudhunagar,West,2022,12,4,52,3,29,0
2022-12-29,1268,0.3,Snacks,Cookies,Namakkal,West,2022,12,4,52,3,29,0
2022-12-29,1460,0.3,Food Grains,Rice,Karur,West,2022,12,4,52,3,29,0
2022-12-29,1483,0.31,Beverages,Health Drinks,Tenkasi,West,2022,12,4,52,3,29,0
2022-12-29,1811,0.11,Bakery,Biscuits,Vellore,West,2022,12,4,52,3,29,0
2022-12-29,1822,0.22,"Eggs, Meat & Fish",Chicken,Viluppuram,Central,2022,12,4,52,3,29,0
2022-12-29,1933,0.2,"Eggs, Meat & Fish",Fish,Chennai,West,2022,12,4,52,3,29,0
2022-12-29,1947,0.12,Food Grains,Rice,Ooty,West,2022,12,4,52,3,29,0
2022-12-29,1958,0.18,Snacks,Noodles,Pudukottai,Central,2022,12,4,52,3,29,0
2022-12-29,2061,0.27,Beverages,Soft Drinks,Trichy,West,2022,12,4,52,3,29,0
2022-12-29,2213,0.16,Food Grains,Organic Staples,Madurai,West,2022,12,4,52,3,29,0
2022-12-30,517,0.11,"Eggs, Meat & Fish",Eggs,Kanyakumari,Central,2022,12,4,52,4,30,0
2022-12-30,813,0.17,Food Grains,Rice,Cumbum,South,2022,12,4,52,4,30,0
2022-12-30,899,0.12,Bakery,Biscuits,Krishnagiri,Central,2022,12,4,52,4,30,0
2022-12-30,1031,0.17,Bakery,Breads & Buns,Bodi,East,2022,12,4,52,4,30,0
2022-12-30,1116,0.27,Oil & Masala,Edible Oil & Ghee,Viluppuram,Central,2022,12,4,52,4,30,0
2022-12-30,1157,0.2,Bakery,Breads & Buns,Salem,Central,2022,12,4,52,4,30,0
2022-12-30,1433,0.11,Fruits & Veggies,Fresh Vegetables,Nagercoil,Central,2022,12,4,52,4,30,0
2022-12-30,1476,0.11,Beverages,Soft Drinks,Dharmapuri,East,2022,12,4,52,4,30,0
2022-12-30,1601,0.27,"Eggs, Meat & Fish",Chicken,Namakkal,West,2022,12,4,52,4,30,0
2022-12-30,1609,0.34,Bakery,Breads & Buns,Cumbum,East,2022,12,4,52,4,30,0
2022-12-30,1805,0.16,Oil & Masala,Spices,Madurai,East,2022,12,4,52,4,30,0
2022-12-30,2052,0.16,Snacks,Chocolates,Trichy,East,2022,12,4,52,4,30,0
2022-12-30,2320,0.15,Snacks,Cookies,Krishnagiri,Central,2022,12,4,52,4,30,0
2022-12-31,681,0.1,Bakery,Cakes,Pudukottai,West,2022,12,4,52,5,31,1
2022-12-31,786,0.29,"Eggs, Meat & Fish",Mutton,Karur,East,2022,12,4,52,5,31,1
2022-12-31,1112,0.35,Fruits & Veggies,Organic Vegetables,Bodi,East,2022,12,4,52,5,31,1
2022-12-31,1114,0.29,Fruits & Veggies,Organic Fruits,Bodi,East,2022,12,4,52,5,31,1
2022-12-31,1194,0.19,Beverages,Health Drinks,Coimbatore,Central,2022,12,4,52,5,31,1
2022-12-31,1247,0.29,Beverages,Soft Drinks,Dindigul,East,2022,12,4,52,5,31,1
2022-12-31,1402,0.14,Bakery,Cakes,Ramanadhapuram,East,2022,12,4,52,5,31,1
2022-12-31,1585,0.29,Snacks,Chocolates,Ooty,East,2022,12,4,52,5,31,1
2022-12-31,1897,0.19,Bakery,Biscuits,Vellore,East,2022,12,4,52,5,31,1
2022-12-31,1954,0.3,Bakery,Breads & Buns,Vellore,East,2022,12,4,52,5,31,1
2022-12-31,2075,0.23,Oil & Masala,Spices,Tirunelveli,Central,2022,12,4,52,5,31,1
2022-12-31,2172,0.3,Oil & Masala,Masalas,Pudukottai,East,2022,12,4,52,5,31,1
2022-12-31,2317,0.31,Bakery,Breads & Buns,Cumbum,East,2022,12,4,52,5,31,1
2022-12-31,2480,0.35,Fruits & Veggies,Organic Fruits,Tenkasi,Central,2022,12,4,52,5,31,1
2023-01-03,577,0.33,Oil & Masala,Spices,Perambalur,Central,2023,1,1,1,1,3,0
2023-01-03,717,0.33,Beverages,Health Drinks,Perambalur,West,2023,1,1,1,1,3,0
2023-01-03,876,0.21,Snacks,Cookies,Madurai,East,2023,1,1,1,1,3,0
2023-01-03,1386,0.18,Snacks,Noodles,Salem,West,2023,1,1,1,1,3,0
2023-01-03,1784,0.26,"Eggs, Meat & Fish",Chicken,Perambalur,South,2023,1,1,1,1,3,0
2023-01-03,2186,0.23,Oil & Masala,Spices,Trichy,Central,2023,1,1,1,1,3,0
2023-01-03,2421,0.33,Snacks,Chocolates,Madurai,Central,2023,1,1,1,1,3,0
2023-01-05,537,0.14,Oil & Masala,Masalas,Theni,South,2023,1,1,1,3,5,0
2023-01-05,676,0.26,"Eggs, Meat & Fish",Chicken,Karur,West,2023,1,1,1,3,5,0
2023-01-05,1404,0.34,Oil & Masala,Edible Oil & Ghee,Krishnagiri,West,2023,1,1,1,3,5,0
2023-01-05,1772,0.12,Oil & Masala,Masalas,Coimbatore,South,2023,1,1,1,3,5,0
2023-01-05,1788,0.14,Oil & Masala,Masalas,Kanyakumari,West,2023,1,1,1,3,5,0
2023-01-05,1951,0.16,Bakery,Cakes,Trichy,West,2023,1,1,1,3,5,0
2023-01-05,1983,0.14,Fruits & Veggies,Fresh Vegetables,Virudhunagar,South,2023,1,1,1,3,5,0
2023-01-06,974,0.19,Bakery,Breads & Buns,Virudhunagar,Central,2023,1,1,1,4,6,0
2023-01-06,1195,0.22,Fruits & Veggies,Fresh Fruits,Tirunelveli,West,2023,1,1,1,4,6,0
2023-01-06,1272,0.26,Snacks,Chocolates,Karur,Central,2023,1,1,1,4,6,0
2023-01-06,1726,0.2,Beverages,Soft Drinks,Coimbatore,Central,2023,1,1,1,4,6,0
2023-01-06,1807,0.16,Snacks,Noodles,Bodi,Central,2023,1,1,1,4,6,0
2023-01-06,1909,0.31,Fruits & Veggies,Fresh Fruits,Vellore,Central,2023,1,1,1,4,6,0
2023-01-06,2225,0.32,Snacks,Noodles,Karur,Central,2023,1,1,1,4,6,0
2023-01-08,1087,0.25,Beverages,Soft Drinks,Pudukottai,West,2023,1,1,1,6,8,1
2023-01-08,1423,0.24,"Eggs, Meat & Fish",Eggs,Viluppuram,West,2023,1,1,1,6,8,1
2023-01-09,811,0.28,Food Grains,Rice,Coimbatore,East,2023,1,1,2,0,9,0
2023-01-09,1094,0.26,Fruits & Veggies,Organic Vegetables,Nagercoil,West,2023,1,1,2,0,9,0
2023-01-09,1228,0.25,Oil & Masala,Spices,Perambalur,West,2023,1,1,2,0,9,0
2023-01-09,1501,0.24,Food Grains,Rice,Perambalur,West,2023,1,1,2,0,9,0
2023-01-09,1697,0.35,Bakery,Biscuits,Tirunelveli,East,2023,1,1,2,0,9,0
2023-01-09,1790,0.23,Oil & Masala,Masalas,Theni,East,2023,1,1,2,0,9,0
2023-01-09,2319,0.27,Food Grains,Atta & Flour,Cumbum,East,2023,1,1,2,0,9,0
2023-01-10,600,0.25,Fruits & Veggies,Fresh Fruits,Nagercoil,West,2023,1,1,2,1,10,0
2023-01-10,871,0.19,Fruits & Veggies,Fresh Vegetables,Madurai,Central,2023,1,1,2,1,10,0
2023-01-10,1063,0.35,Food Grains,Organic Staples,Tenkasi,East,2023,1,1,2,1,10,0
2023-01-10,1701,0.33,Food Grains,Dals & Pulses,Krishnagiri,West,2023,1,1,2,1,10,0
2023-01-10,1901,0.21,Beverages,Soft Drinks,Ooty,East,2023,1,1,2,1,10,0
2023-01-10,1915,0.31,Fruits & Veggies,Fresh Vegetables,Kanyakumari,Central,2023,1,1,2,1,10,0
2023-01-11,522,0.29,Bakery,Breads & Buns,Dindigul,East,2023,1,1,2,2,11,0
2023-01-11,929,0.15,Fruits & Veggies,Organic Vegetables,Cumbum,East,2023,1,1,2,2,11,0
2023-01-11,1220,0.29,Oil & Masala,Spices,Virudhunagar,East,2023,1,1,2,2,11,0
2023-01-11,1339,0.33,Bakery,Cakes,Bodi,East,2023,1,1,2,2,11,0
2023-01-11,1630,0.23,Beverages,Health Drinks,Tirunelveli,West,2023,1,1,2,2,11,0
2023-01-11,1783,0.12,Oil & Masala,Masalas,Ooty,East,2023,1,1,2,2,11,0
2023-01-11,1878,0.1,Fruits & Veggies,Fresh Fruits,Pudukottai,East,2023,1,1,2,2,11,0
2023-01-11,2153,0.33,Beverages,Soft Drinks,Vellore,East,2023,1,1,2,2,11,0
2023-01-11,2276,0.34,Snacks,Noodles,Vellore,South,2023,1,1,2,2,11,0
2023-01-11,2317,0.34,Oil & Masala,Masalas,Tenkasi,East,2023,1,1,2,2,11,0
2023-01-11,2417,0.24,Fruits & Veggies,Fresh Fruits,Pudukottai,East,2023,1,1,2,2,11,0
2023-01-11,2417,0.11,Bakery,Breads & Buns,Tenkasi,East,2023,1,1,2,2,11,0
2023-01-12,505,0.34,Fruits & Veggies,Organic Fruits,Dindigul,Central,2023,1,1,2,3,12,0
2023-01-12,527,0.28,Oil & Masala,Edible Oil & Ghee,Tirunelveli,South,2023,1,1,2,3,12,0
2023-01-12,731,0.22,Oil & Masala,Edible Oil & Ghee,Virudhunagar,West,2023,1,1,2,3,12,0
2023-01-12,893,0.25,Food Grains,Dals & Pulses,Tirunelveli,South,2023,1,1,2,3,12,0
2023-01-12,1341,0.25,Bakery,Breads & Buns,Tenkasi,West,2023,1,1,2,3,12,0
2023-01-12,1492,0.23,"Eggs, Meat & Fish",Chicken,Coimbatore,West,2023,1,1,2,3,12,0
2023-01-12,1512,0.14,Fruits & Veggies,Fresh Vegetables,Chennai,Central,2023,1,1,2,3,12,0
2023-01-12,1521,0.13,Food Grains,Atta & Flour,Madurai,West,2023,1,1,2,3,12,0
2023-01-12,1537,0.26,Food Grains,Atta & Flour,Tenkasi,West,2023,1,1,2,3,12,0
2023-01-12,1621,0.33,Fruits & Veggies,Fresh Fruits,Viluppuram,Central,2023,1,1,2,3,12,0
2023-01-12,1848,0.23,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,West,2023,1,1,2,3,12,0
2023-01-12,2082,0.28,Fruits & Veggies,Organic Fruits,Trichy,West,2023,1,1,2,3,12,0
2023-01-12,2165,0.22,Snacks,Cookies,Kanyakumari,West,2023,1,1,2,3,12,0
2023-01-12,2396,0.2,Bakery,Cakes,Dindigul,Central,2023,1,1,2,3,12,0
2023-01-13,1016,0.18,Oil & Masala,Masalas,Bodi,West,2023,1,1,2,4,13,0
2023-01-13,1435,0.19,Beverages,Soft Drinks,Viluppuram,South,2023,1,1,2,4,13,0
2023-01-13,2421,0.3,Bakery,Biscuits,Salem,West,2023,1,1,2,4,13,0
2023-01-13,2491,0.24,Oil & Masala,Edible Oil & Ghee,Salem,West,2023,1,1,2,4,13,0
2023-01-17,1533,0.14,Snacks,Cookies,Madurai,South,2023,1,1,3,1,17,0
2023-01-17,1666,0.1,Oil & Masala,Masalas,Madurai,East,2023,1,1,3,1,17,0
2023-01-17,2412,0.21,Oil & Masala,Edible Oil & Ghee,Nagercoil,Central,2023,1,1,3,1,17,0
2023-01-19,1619,0.1,Oil & Masala,Spices,Tirunelveli,Central,2023,1,1,3,3,19,0
2023-01-19,2000,0.34,Snacks,Noodles,Virudhunagar,Central,2023,1,1,3,3,19,0
2023-01-23,1656,0.25,Snacks,Cookies,Chennai,West,2023,1,1,4,0,23,0
2023-01-23,1932,0.18,Fruits & Veggies,Fresh Vegetables,Virudhunagar,West,2023,1,1,4,0,23,0
2023-01-24,1761,0.26,Food Grains,Organic Staples,Perambalur,South,2023,1,1,4,1,24,0
2023-01-26,583,0.13,Beverages,Soft Drinks,Madurai,West,2023,1,1,4,3,26,0
2023-01-27,1018,0.11,Snacks,Chocolates,Chennai,West,2023,1,1,4,4,27,0
2023-01-27,1087,0.18,Snacks,Cookies,Ooty,East,2023,1,1,4,4,27,0
2023-01-27,2334,0.1,Beverages,Soft Drinks,Coimbatore,East,2023,1,1,4,4,27,0
2023-01-27,2410,0.27,Beverages,Soft Drinks,Dindigul,East,2023,1,1,4,4,27,0
2023-01-28,2223,0.23,Bakery,Biscuits,Krishnagiri,South,2023,1,1,4,5,28,1
2023-01-30,1296,0.23,Beverages,Health Drinks,Ooty,West,2023,1,1,5,0,30,0
2023-01-30,1797,0.11,Beverages,Health Drinks,Tirunelveli,Central,2023,1,1,5,0,30,0
2023-01-30,2500,0.26,Oil & Masala,Masalas,Dharmapuri,West,2023,1,1,5,0,30,0
2023-01-31,1285,0.28,Snacks,Chocolates,Bodi,Central,2023,1,1,5,1,31,0
2023-01-31,2128,0.14,Food Grains,Atta & Flour,Madurai,Central,2023,1,1,5,1,31,0
2023-01-31,2257,0.33,Fruits & Veggies,Fresh Fruits,Namakkal,Central,2023,1,1,5,1,31,0
2023-02-01,1020,0.21,Beverages,Health Drinks,Namakkal,East,2023,2,1,5,2,1,0
2023-02-01,1138,0.34,Beverages,Soft Drinks,Vellore,East,2023,2,1,5,2,1,0
2023-02-01,1353,0.11,Food Grains,Rice,Krishnagiri,East,2023,2,1,5,2,1,0
2023-02-01,1362,0.31,Snacks,Noodles,Ramanadhapuram,East,2023,2,1,5,2,1,0
2023-02-01,1591,0.15,Beverages,Soft Drinks,Salem,East,2023,2,1,5,2,1,0
2023-02-01,1733,0.31,Food Grains,Rice,Krishnagiri,East,2023,2,1,5,2,1,0
2023-02-01,1973,0.26,Fruits & Veggies,Fresh Vegetables,Bodi,East,2023,2,1,5,2,1,0
2023-02-01,2493,0.21,Food Grains,Dals & Pulses,Dharmapuri,East,2023,2,1,5,2,1,0
2023-02-03,786,0.25,Beverages,Soft Drinks,Kanyakumari,Central,2023,2,1,5,4,3,0
2023-02-03,983,0.11,Fruits & Veggies,Organic Vegetables,Viluppuram,West,2023,2,1,5,4,3,0
2023-02-03,1947,0.16,Oil & Masala,Edible Oil & Ghee,Madurai,Central,2023,2,1,5,4,3,0
2023-02-04,570,0.14,"Eggs, Meat & Fish",Eggs,Salem,West,2023,2,1,5,5,4,1
2023-02-04,630,0.22,Fruits & Veggies,Organic Fruits,Tenkasi,Central,2023,2,1,5,5,4,1
2023-02-04,1180,0.16,Fruits & Veggies,Fresh Fruits,Madurai,Central,2023,2,1,5,5,4,1
2023-02-04,1346,0.28,Snacks,Cookies,Krishnagiri,Central,2023,2,1,5,5,4,1
2023-02-04,2295,0.11,Bakery,Cakes,Perambalur,West,2023,2,1,5,5,4,1
2023-02-04,2404,0.13,Beverages,Health Drinks,Namakkal,Central,2023,2,1,5,5,4,1
2023-02-05,839,0.32,Beverages,Health Drinks,Dharmapuri,Central,2023,2,1,5,6,5,1
2023-02-05,995,0.26,Bakery,Cakes,Dharmapuri,Central,2023,2,1,5,6,5,1
2023-02-07,711,0.27,Oil & Masala,Masalas,Madurai,Central,2023,2,1,6,1,7,0
2023-02-07,722,0.2,"Eggs, Meat & Fish",Fish,Krishnagiri,South,2023,2,1,6,1,7,0
2023-02-07,938,0.35,Food Grains,Atta & Flour,Karur,Central,2023,2,1,6,1,7,0
2023-02-07,942,0.35,Fruits & Veggies,Organic Vegetables,Theni,South,2023,2,1,6,1,7,0
2023-02-07,1524,0.31,Fruits & Veggies,Fresh Fruits,Krishnagiri,South,2023,2,1,6,1,7,0
2023-02-07,1527,0.12,"Eggs, Meat & Fish",Eggs,Namakkal,Central,2023,2,1,6,1,7,0
2023-02-07,1830,0.1,"Eggs, Meat & Fish",Mutton,Namakkal,Central,2023,2,1,6,1,7,0
2023-02-07,1923,0.29,Food Grains,Organic Staples,Trichy,Central,2023,2,1,6,1,7,0
2023-02-07,2055,0.26,Oil & Masala,Edible Oil & Ghee,Dharmapuri,East,2023,2,1,6,1,7,0
2023-02-07,2310,0.12,"Eggs, Meat & Fish",Mutton,Salem,South,2023,2,1,6,1,7,0
2023-02-07,2375,0.31,Oil & Masala,Edible Oil & Ghee,Tirunelveli,Central,2023,2,1,6,1,7,0
2023-02-07,2427,0.14,Fruits & Veggies,Fresh Vegetables,Tirunelveli,South,2023,2,1,6,1,7,0
2023-02-07,2465,0.13,"Eggs, Meat & Fish",Chicken,Chennai,South,2023,2,1,6,1,7,0
2023-02-08,981,0.26,Fruits & Veggies,Fresh Fruits,Virudhunagar,West,2023,2,1,6,2,8,0
2023-02-08,1122,0.17,Fruits & Veggies,Fresh Vegetables,Dindigul,East,2023,2,1,6,2,8,0
2023-02-08,1224,0.12,Food Grains,Dals & Pulses,Chennai,East,2023,2,1,6,2,8,0
2023-02-08,1777,0.14,Bakery,Breads & Buns,Namakkal,West,2023,2,1,6,2,8,0
2023-02-08,1955,0.18,Snacks,Cookies,Perambalur,East,2023,2,1,6,2,8,0
2023-02-08,2357,0.23,Oil & Masala,Spices,Perambalur,West,2023,2,1,6,2,8,0
2023-02-08,2392,0.13,Beverages,Health Drinks,Cumbum,East,2023,2,1,6,2,8,0
2023-02-10,519,0.29,Snacks,Cookies,Chennai,West,2023,2,1,6,4,10,0
2023-02-10,597,0.12,Food Grains,Atta & Flour,Dindigul,East,2023,2,1,6,4,10,0
2023-02-10,862,0.1,Snacks,Cookies,Viluppuram,East,2023,2,1,6,4,10,0
2023-02-10,1205,0.1,Food Grains,Organic Staples,Tirunelveli,South,2023,2,1,6,4,10,0
2023-02-10,1306,0.34,Food Grains,Dals & Pulses,Madurai,West,2023,2,1,6,4,10,0
2023-02-10,1343,0.21,Beverages,Health Drinks,Ooty,West,2023,2,1,6,4,10,0
2023-02-10,1361,0.16,Fruits & Veggies,Fresh Vegetables,Vellore,West,2023,2,1,6,4,10,0
2023-02-10,1382,0.18,Snacks,Noodles,Karur,East,2023,2,1,6,4,10,0
2023-02-10,1408,0.18,"Eggs, Meat & Fish",Chicken,Cumbum,West,2023,2,1,6,4,10,0
2023-02-10,1450,0.18,"Eggs, Meat & Fish",Chicken,Trichy,West,2023,2,1,6,4,10,0
2023-02-10,1520,0.21,Fruits & Veggies,Organic Vegetables,Namakkal,West,2023,2,1,6,4,10,0
2023-02-10,1614,0.17,Oil & Masala,Masalas,Tirunelveli,East,2023,2,1,6,4,10,0
2023-02-10,1678,0.19,"Eggs, Meat & Fish",Eggs,Karur,East,2023,2,1,6,4,10,0
2023-02-10,2440,0.12,Snacks,Chocolates,Madurai,West,2023,2,1,6,4,10,0
2023-02-10,2470,0.25,Snacks,Chocolates,Tirunelveli,East,2023,2,1,6,4,10,0
2023-02-11,602,0.2,Snacks,Noodles,Madurai,West,2023,2,1,6,5,11,1
2023-02-11,723,0.27,Fruits & Veggies,Organic Fruits,Coimbatore,West,2023,2,1,6,5,11,1
2023-02-11,821,0.25,"Eggs, Meat & Fish",Eggs,Bodi,East,2023,2,1,6,5,11,1
2023-02-11,917,0.17,Oil & Masala,Spices,Madurai,West,2023,2,1,6,5,11,1
2023-02-11,1007,0.24,Beverages,Soft Drinks,Chennai,West,2023,2,1,6,5,11,1
2023-02-11,1062,0.17,Food Grains,Organic Staples,Dharmapuri,West,2023,2,1,6,5,11,1
2023-02-11,1318,0.17,Snacks,Cookies,Karur,East,2023,2,1,6,5,11,1
2023-02-11,1366,0.13,Beverages,Health Drinks,Ooty,South,2023,2,1,6,5,11,1
2023-02-11,1398,0.25,Oil & Masala,Edible Oil & Ghee,Cumbum,Central,2023,2,1,6,5,11,1
2023-02-11,2207,0.24,Snacks,Noodles,Theni,West,2023,2,1,6,5,11,1
2023-02-11,2449,0.13,Snacks,Chocolates,Tirunelveli,Central,2023,2,1,6,5,11,1
2023-02-14,504,0.35,Oil & Masala,Spices,Tenkasi,East,2023,2,1,7,1,14,0
2023-02-14,942,0.11,Snacks,Cookies,Dharmapuri,East,2023,2,1,7,1,14,0
2023-02-14,1330,0.11,Snacks,Chocolates,Ramanadhapuram,East,2023,2,1,7,1,14,0
2023-02-14,1776,0.14,Oil & Masala,Spices,Madurai,East,2023,2,1,7,1,14,0
2023-02-14,1944,0.23,"Eggs, Meat & Fish",Eggs,Dindigul,East,2023,2,1,7,1,14,0
2023-02-14,1947,0.2,Bakery,Biscuits,Vellore,East,2023,2,1,7,1,14,0
2023-02-14,1957,0.12,Fruits & Veggies,Organic Vegetables,Viluppuram,East,2023,2,1,7,1,14,0
2023-02-15,687,0.34,Beverages,Soft Drinks,Theni,West,2023,2,1,7,2,15,0
2023-02-15,760,0.17,Food Grains,Rice,Namakkal,Central,2023,2,1,7,2,15,0
2023-02-15,972,0.14,Food Grains,Atta & Flour,Coimbatore,West,2023,2,1,7,2,15,0
2023-02-15,1043,0.28,Fruits & Veggies,Fresh Vegetables,Kanyakumari,Central,2023,2,1,7,2,15,0
2023-02-15,1609,0.35,Fruits & Veggies,Fresh Fruits,Ramanadhapuram,West,2023,2,1,7,2,15,0
2023-02-15,2035,0.26,Beverages,Health Drinks,Namakkal,West,2023,2,1,7,2,15,0
2023-02-15,2135,0.23,Snacks,Noodles,Tirunelveli,Central,2023,2,1,7,2,15,0
2023-02-15,2167,0.14,Snacks,Chocolates,Bodi,West,2023,2,1,7,2,15,0
2023-02-16,854,0.19,"Eggs, Meat & Fish",Fish,Pudukottai,West,2023,2,1,7,3,16,0
2023-02-16,1705,0.18,Beverages,Soft Drinks,Chennai,East,2023,2,1,7,3,16,0
2023-02-16,2452,0.19,Food Grains,Dals & Pulses,Chennai,West,2023,2,1,7,3,16,0
2023-02-18,728,0.12,Beverages,Health Drinks,Madurai,West,2023,2,1,7,5,18,1
2023-02-18,1044,0.2,"Eggs, Meat & Fish",Chicken,Dharmapuri,West,2023,2,1,7,5,18,1
2023-02-18,1078,0.26,Snacks,Chocolates,Perambalur,West,2023,2,1,7,5,18,1
2023-02-20,1197,0.18,Snacks,Chocolates,Madurai,East,2023,2,1,8,0,20,0
2023-02-20,2374,0.13,Snacks,Cookies,Ramanadhapuram,South,2023,2,1,8,0,20,0
2023-02-21,579,0.12,Bakery,Biscuits,Virudhunagar,West,2023,2,1,8,1,21,0
2023-02-21,2132,0.14,Snacks,Noodles,Virudhunagar,East,2023,2,1,8,1,21,0
