rad_id_2025,Order Date,Sales_faktisk,Discount,Category,Sub Category,City,Region,year,month,quarter,weekofyear,dayofweek,dayofmonth,is_weekend,prognose_lineaer_regresjon,prognose_random_forest_baseline,prognose_random_forest_tuned,feil_lineaer_regresjon,abs_feil_lineaer_regresjon,ape_lineaer_regresjon_pct,feil_random_forest_baseline,abs_feil_random_forest_baseline,ape_random_forest_baseline_pct,feil_random_forest_tuned,abs_feil_random_forest_tuned,ape_random_forest_tuned_pct
816,2025-04-09,1839,0.19,Food Grains,Dals & Pulses,Trichy,South,2025,4,2,15,2,9,0,1607.222029,1703.765,1581.155855,-231.777971,231.777971,12.6035,-135.235,135.235,7.3537,-257.844145,257.844145,14.0209
817,2025-04-09,1852,0.24,Bakery,Cakes,Trichy,West,2025,4,2,15,2,9,0,1564.108754,1608.64,1555.852113,-287.891246,287.891246,15.5449,-243.36,243.36,13.1404,-296.147887,296.147887,15.9907
818,2025-04-09,1976,0.23,Bakery,Breads & Buns,Tenkasi,East,2025,4,2,15,2,9,0,1468.673753,1688.225,1503.167967,-507.326247,507.326247,25.6744,-287.775,287.775,14.5635,-472.832033,472.832033,23.9287
819,2025-04-09,2068,0.17,Food Grains,Atta & Flour,Namakkal,Central,2025,4,2,15,2,9,0,1519.204202,1499.565,1491.927182,-548.795798,548.795798,26.5375,-568.435,568.435,27.4872,-576.072818,576.072818,27.8565
820,2025-04-09,2122,0.33,Food Grains,Dals & Pulses,Tirunelveli,South,2025,4,2,15,2,9,0,1548.476494,1354.97,1505.275652,-573.523506,573.523506,27.0275,-767.03,767.03,36.1466,-616.724348,616.724348,29.0634
821,2025-04-09,2271,0.13,Beverages,Soft Drinks,Tenkasi,West,2025,4,2,15,2,9,0,1502.311984,1483.5,1478.557313,-768.688016,768.688016,33.848,-787.5,787.5,34.6764,-792.442687,792.442687,34.894
822,2025-04-09,2272,0.26,Bakery,Breads & Buns,Ooty,West,2025,4,2,15,2,9,0,1479.413958,1594.31,1498.974471,-792.586042,792.586042,34.8849,-677.69,677.69,29.8279,-773.025529,773.025529,34.024
823,2025-04-09,2291,0.27,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,East,2025,4,2,15,2,9,0,1555.654788,1526.545,1544.124453,-735.345212,735.345212,32.0971,-764.455,764.455,33.3677,-746.875547,746.875547,32.6004
824,2025-04-09,2322,0.26,Beverages,Soft Drinks,Chennai,West,2025,4,2,15,2,9,0,1499.424494,1701.835,1501.384051,-822.575506,822.575506,35.4253,-620.165,620.165,26.7082,-820.615949,820.615949,35.3409
825,2025-04-09,2393,0.33,Bakery,Biscuits,Kanyakumari,West,2025,4,2,15,2,9,0,1526.360634,1497.16,1482.606843,-866.639366,866.639366,36.2156,-895.84,895.84,37.4359,-910.393157,910.393157,38.044
826,2025-04-09,2426,0.2,Food Grains,Dals & Pulses,Bodi,West,2025,4,2,15,2,9,0,1549.889518,1553.35,1546.495577,-876.110482,876.110482,36.1134,-872.65,872.65,35.9707,-879.504423,879.504423,36.2533
827,2025-04-09,2448,0.3,Bakery,Breads & Buns,Ramanadhapuram,East,2025,4,2,15,2,9,0,1478.02997,1613.82,1509.748239,-969.97003,969.97003,39.623,-834.18,834.18,34.076,-938.251761,938.251761,38.3273
828,2025-04-10,730,0.17,Beverages,Health Drinks,Salem,East,2025,4,2,15,3,10,0,1490.669828,1580.68,1489.579784,760.669828,760.669828,104.2013,850.68,850.68,116.5315,759.579784,759.579784,104.052
829,2025-04-11,556,0.1,Oil & Masala,Edible Oil & Ghee,Krishnagiri,East,2025,4,2,15,4,11,0,1525.594655,1552.96,1481.093374,969.594655,969.594655,174.3875,996.96,996.96,179.3094,925.093374,925.093374,166.3837
830,2025-04-11,619,0.22,Snacks,Noodles,Cumbum,South,2025,4,2,15,4,11,0,1493.522885,1438.165,1457.93189,874.522885,874.522885,141.2799,819.165,819.165,132.3368,838.93189,838.93189,135.5302
831,2025-04-11,720,0.1,"Eggs, Meat & Fish",Chicken,Perambalur,Central,2025,4,2,15,4,11,0,1604.930682,1481.225,1537.968081,884.930682,884.930682,122.907,761.225,761.225,105.7257,817.968081,817.968081,113.6067
832,2025-04-11,866,0.16,Bakery,Breads & Buns,Pudukottai,South,2025,4,2,15,4,11,0,1544.044681,1781.75,1547.644201,678.044681,678.044681,78.2962,915.75,915.75,105.7448,681.644201,681.644201,78.7118
833,2025-04-11,932,0.12,Snacks,Cookies,Nagercoil,South,2025,4,2,15,4,11,0,1429.751459,1163.46,1352.223929,497.751459,497.751459,53.4068,231.46,231.46,24.8348,420.223929,420.223929,45.0884
834,2025-04-11,1194,0.29,Bakery,Cakes,Namakkal,Central,2025,4,2,15,4,11,0,1486.28103,1400.155,1491.360215,292.28103,292.28103,24.4791,206.155,206.155,17.2659,297.360215,297.360215,24.9045
835,2025-04-11,1207,0.25,Snacks,Noodles,Krishnagiri,Central,2025,4,2,15,4,11,0,1459.919201,1465.76,1450.489198,252.919201,252.919201,20.9544,258.76,258.76,21.4383,243.489198,243.489198,20.1731
836,2025-04-11,1474,0.12,Snacks,Chocolates,Bodi,South,2025,4,2,15,4,11,0,1497.49468,1582.08,1488.672938,23.49468,23.49468,1.5939,108.08,108.08,7.3324,14.672938,14.672938,0.9955
837,2025-04-11,1709,0.28,Snacks,Chocolates,Kanyakumari,South,2025,4,2,15,4,11,0,1484.202953,1392.8,1477.326858,-224.797047,224.797047,13.1537,-316.2,316.2,18.502,-231.673142,231.673142,13.5561
838,2025-04-11,1814,0.14,Snacks,Chocolates,Coimbatore,Central,2025,4,2,15,4,11,0,1416.519721,1431.795,1457.438684,-397.480279,397.480279,21.9118,-382.205,382.205,21.0697,-356.561316,356.561316,19.6561
839,2025-04-11,1840,0.32,"Eggs, Meat & Fish",Chicken,Perambalur,South,2025,4,2,15,4,11,0,1589.32191,1637.81,1538.543935,-250.67809,250.67809,13.6238,-202.19,202.19,10.9886,-301.456065,301.456065,16.3835
840,2025-04-11,1875,0.33,Beverages,Soft Drinks,Bodi,South,2025,4,2,15,4,11,0,1510.718444,1348.18,1476.386873,-364.281556,364.281556,19.4283,-526.82,526.82,28.0971,-398.613127,398.613127,21.2594
841,2025-04-11,1907,0.29,Oil & Masala,Masalas,Cumbum,South,2025,4,2,15,4,11,0,1546.058493,1612.31,1512.23308,-360.941507,360.941507,18.9272,-294.69,294.69,15.4531,-394.76692,394.76692,20.7009
842,2025-04-11,1976,0.29,Oil & Masala,Masalas,Madurai,South,2025,4,2,15,4,11,0,1567.355274,1684.29,1531.186383,-408.644726,408.644726,20.6804,-291.71,291.71,14.7627,-444.813617,444.813617,22.5108
843,2025-04-11,2150,0.15,Fruits & Veggies,Fresh Fruits,Tenkasi,Central,2025,4,2,15,4,11,0,1485.318728,1530.075,1499.687904,-664.681272,664.681272,30.9154,-619.925,619.925,28.8337,-650.312096,650.312096,30.2471
844,2025-04-11,2227,0.35,Snacks,Noodles,Tenkasi,East,2025,4,2,15,4,11,0,1432.445103,1364.095,1400.048518,-794.554897,794.554897,35.6783,-862.905,862.905,38.7474,-826.951482,826.951482,37.133
845,2025-04-11,2340,0.29,Snacks,Noodles,Coimbatore,South,2025,4,2,15,4,11,0,1432.60883,1358.845,1443.098491,-907.39117,907.39117,38.7774,-981.155,981.155,41.9297,-896.901509,896.901509,38.3291
846,2025-04-12,519,0.11,Fruits & Veggies,Organic Fruits,Coimbatore,West,2025,4,2,15,5,12,1,1424.933593,1317.35,1462.7191,905.933593,905.933593,174.5537,798.35,798.35,153.8247,943.7191,943.7191,181.8341
847,2025-04-12,606,0.27,Snacks,Cookies,Coimbatore,East,2025,4,2,15,5,12,1,1403.697217,1342.85,1415.004025,797.697217,797.697217,131.6332,736.85,736.85,121.5924,809.004025,809.004025,133.499
848,2025-04-12,619,0.13,Bakery,Biscuits,Coimbatore,Central,2025,4,2,15,5,12,1,1486.900276,1510.26,1516.634654,867.900276,867.900276,140.2101,891.26,891.26,143.9838,897.634654,897.634654,145.0137
849,2025-04-12,635,0.12,Snacks,Noodles,Cumbum,Central,2025,4,2,15,5,12,1,1494.00245,1411.755,1443.274433,859.00245,859.00245,135.276,776.755,776.755,122.3236,808.274433,808.274433,127.2873
850,2025-04-12,951,0.34,Food Grains,Organic Staples,Dharmapuri,East,2025,4,2,15,5,12,1,1560.169074,1527.88,1516.790171,609.169074,609.169074,64.0556,576.88,576.88,60.6604,565.790171,565.790171,59.4942
851,2025-04-12,985,0.32,Snacks,Cookies,Viluppuram,Central,2025,4,2,15,5,12,1,1462.726742,1300.575,1436.432016,477.726742,477.726742,48.5002,315.575,315.575,32.0381,451.432016,451.432016,45.8307
852,2025-04-12,1120,0.19,"Eggs, Meat & Fish",Chicken,Perambalur,East,2025,4,2,15,5,12,1,1597.205146,1593.0,1543.700811,477.205146,477.205146,42.6076,473.0,473.0,42.2321,423.700811,423.700811,37.8304
853,2025-04-12,1122,0.18,Oil & Masala,Spices,Cumbum,East,2025,4,2,15,5,12,1,1516.310519,1488.75,1492.754251,394.310519,394.310519,35.1435,366.75,366.75,32.6872,370.754251,370.754251,33.0441
854,2025-04-12,1139,0.24,Oil & Masala,Edible Oil & Ghee,Ooty,East,2025,4,2,15,5,12,1,1511.186218,1449.915,1494.215095,372.186218,372.186218,32.6766,310.915,310.915,27.2972,355.215095,355.215095,31.1866
855,2025-04-12,1168,0.21,Bakery,Biscuits,Pudukottai,East,2025,4,2,15,5,12,1,1556.284461,1596.81,1509.107846,388.284461,388.284461,33.2435,428.81,428.81,36.7132,341.107846,341.107846,29.2044
856,2025-04-12,1610,0.34,Beverages,Health Drinks,Perambalur,Central,2025,4,2,15,5,12,1,1470.495247,1333.53,1418.254225,-139.504753,139.504753,8.6649,-276.47,276.47,17.172,-191.745775,191.745775,11.9097
857,2025-04-12,1790,0.32,"Eggs, Meat & Fish",Eggs,Tirunelveli,East,2025,4,2,15,5,12,1,1521.716413,1661.29,1522.51298,-268.283587,268.283587,14.9879,-128.71,128.71,7.1905,-267.48702,267.48702,14.9434
858,2025-04-12,2099,0.28,Oil & Masala,Masalas,Namakkal,East,2025,4,2,15,5,12,1,1514.963449,1477.155,1470.465562,-584.036551,584.036551,27.8245,-621.845,621.845,29.6258,-628.534438,628.534438,29.9445
859,2025-04-12,2208,0.1,"Eggs, Meat & Fish",Mutton,Krishnagiri,South,2025,4,2,15,5,12,1,1592.858383,1484.78,1515.453963,-615.141617,615.141617,27.8597,-723.22,723.22,32.7545,-692.546037,692.546037,31.3653
860,2025-04-12,2343,0.27,Fruits & Veggies,Organic Vegetables,Vellore,East,2025,4,2,15,5,12,1,1569.859512,1462.285,1518.477869,-773.140488,773.140488,32.9979,-880.715,880.715,37.5892,-824.522131,824.522131,35.1909
861,2025-04-12,2465,0.26,Oil & Masala,Spices,Bodi,East,2025,4,2,15,5,12,1,1510.39269,1444.605,1485.321575,-954.60731,954.60731,38.7265,-1020.395,1020.395,41.3953,-979.678425,979.678425,39.7435
862,2025-04-12,2469,0.31,Beverages,Soft Drinks,Madurai,East,2025,4,2,15,5,12,1,1514.209787,1445.07,1473.880123,-954.790213,954.790213,38.6711,-1023.93,1023.93,41.4714,-995.119877,995.119877,40.3046
863,2025-04-12,2480,0.3,Fruits & Veggies,Fresh Vegetables,Bodi,East,2025,4,2,15,5,12,1,1465.153671,1343.78,1463.347916,-1014.846329,1014.846329,40.9212,-1136.22,1136.22,45.8153,-1016.652084,1016.652084,40.994
864,2025-04-13,1071,0.17,Food Grains,Atta & Flour,Pudukottai,West,2025,4,2,15,6,13,1,1564.803605,1556.065,1528.271719,493.803605,493.803605,46.1068,485.065,485.065,45.2908,457.271719,457.271719,42.6958
865,2025-04-13,1391,0.14,Fruits & Veggies,Fresh Fruits,Viluppuram,East,2025,4,2,15,6,13,1,1532.228396,1497.525,1516.748222,141.228396,141.228396,10.153,106.525,106.525,7.6582,125.748222,125.748222,9.0401
866,2025-04-13,1405,0.25,Snacks,Chocolates,Theni,West,2025,4,2,15,6,13,1,1449.89245,1369.615,1447.043707,44.89245,44.89245,3.1952,-35.385,35.385,2.5185,42.043707,42.043707,2.9924
867,2025-04-13,1929,0.18,Oil & Masala,Edible Oil & Ghee,Coimbatore,West,2025,4,2,15,6,13,1,1470.537858,1370.56,1476.907894,-458.462142,458.462142,23.7668,-558.44,558.44,28.9497,-452.092106,452.092106,23.4366
868,2025-04-14,905,0.18,Food Grains,Rice,Theni,East,2025,4,2,16,0,14,0,1521.203894,1521.525,1524.856732,616.203894,616.203894,68.0888,616.525,616.525,68.1243,619.856732,619.856732,68.4925
869,2025-04-14,1071,0.11,Snacks,Cookies,Vellore,South,2025,4,2,16,0,14,0,1570.96046,1367.89,1471.421663,499.96046,499.96046,46.6816,296.89,296.89,27.7208,400.421663,400.421663,37.3876
870,2025-04-14,1198,0.17,Beverages,Soft Drinks,Ooty,East,2025,4,2,16,0,14,0,1526.606288,1483.225,1512.542788,328.606288,328.606288,27.4296,285.225,285.225,23.8084,314.542788,314.542788,26.2557
871,2025-04-14,1655,0.2,Bakery,Cakes,Theni,East,2025,4,2,16,0,14,0,1541.588935,1523.375,1526.453388,-113.411065,113.411065,6.8526,-131.625,131.625,7.9532,-128.546612,128.546612,7.7672
872,2025-04-14,2109,0.27,Oil & Masala,Edible Oil & Ghee,Krishnagiri,Central,2025,4,2,16,0,14,0,1513.716236,1559.765,1508.768877,-595.283764,595.283764,28.2259,-549.235,549.235,26.0424,-600.231123,600.231123,28.4605
873,2025-04-14,2112,0.21,Bakery,Breads & Buns,Bodi,East,2025,4,2,16,0,14,0,1512.34708,1457.065,1521.759115,-599.65292,599.65292,28.3927,-654.935,654.935,31.0102,-590.240885,590.240885,27.947
874,2025-04-14,2282,0.1,Food Grains,Rice,Salem,East,2025,4,2,16,0,14,0,1567.628592,1559.465,1529.534751,-714.371408,714.371408,31.3046,-722.535,722.535,31.6624,-752.465249,752.465249,32.9739
875,2025-04-14,2365,0.28,Oil & Masala,Edible Oil & Ghee,Vellore,East,2025,4,2,16,0,14,0,1580.91202,1328.24,1501.850024,-784.08798,784.08798,33.1538,-1036.76,1036.76,43.8376,-863.149976,863.149976,36.4968
876,2025-04-15,590,0.27,Snacks,Cookies,Tenkasi,South,2025,4,2,16,1,15,0,1461.278418,1116.43,1420.984903,871.278418,871.278418,147.6743,526.43,526.43,89.2254,830.984903,830.984903,140.8449
877,2025-04-15,995,0.17,Beverages,Health Drinks,Salem,South,2025,4,2,16,1,15,0,1521.32383,1592.625,1503.846509,526.32383,526.32383,52.8969,597.625,597.625,60.0628,508.846509,508.846509,51.1404
878,2025-04-15,1298,0.25,Snacks,Noodles,Coimbatore,West,2025,4,2,16,1,15,0,1434.565035,1460.465,1460.891055,136.565035,136.565035,10.5212,162.465,162.465,12.5166,162.891055,162.891055,12.5494
879,2025-04-15,1583,0.1,Fruits & Veggies,Fresh Vegetables,Kanyakumari,Central,2025,4,2,16,1,15,0,1519.948583,1448.32,1496.250466,-63.051417,63.051417,3.983,-134.68,134.68,8.5079,-86.749534,86.749534,5.4801
880,2025-04-15,1659,0.19,Snacks,Cookies,Dindigul,South,2025,4,2,16,1,15,0,1410.468393,1400.885,1427.15467,-248.531607,248.531607,14.9808,-258.115,258.115,15.5585,-231.84533,231.84533,13.975
881,2025-04-15,2034,0.22,"Eggs, Meat & Fish",Fish,Virudhunagar,West,2025,4,2,16,1,15,0,1455.560355,1482.035,1467.032642,-578.439645,578.439645,28.4385,-551.965,551.965,27.1369,-566.967358,566.967358,27.8745
882,2025-04-16,585,0.28,Bakery,Cakes,Dharmapuri,Central,2025,4,2,16,2,16,0,1574.826553,1358.395,1500.343476,989.826553,989.826553,169.2011,773.395,773.395,132.2043,915.343476,915.343476,156.469
883,2025-04-16,758,0.12,Food Grains,Organic Staples,Bodi,Central,2025,4,2,16,2,16,0,1553.202417,1519.365,1518.288848,795.202417,795.202417,104.908,761.365,761.365,100.4439,760.288848,760.288848,100.302
884,2025-04-16,807,0.34,"Eggs, Meat & Fish",Mutton,Viluppuram,South,2025,4,2,16,2,16,0,1588.296112,1557.08,1556.694184,781.296112,781.296112,96.8149,750.08,750.08,92.9467,749.694184,749.694184,92.8989
885,2025-04-16,1138,0.2,Snacks,Cookies,Trichy,East,2025,4,2,16,2,16,0,1514.772204,1365.59,1441.563464,376.772204,376.772204,33.1083,227.59,227.59,19.9991,303.563464,303.563464,26.6752
886,2025-04-16,1477,0.15,Snacks,Cookies,Ramanadhapuram,Central,2025,4,2,16,2,16,0,1477.885248,1574.62,1460.372431,0.885248,0.885248,0.0599,97.62,97.62,6.6093,-16.627569,16.627569,1.1258
887,2025-04-16,1875,0.3,Beverages,Soft Drinks,Salem,West,2025,4,2,16,2,16,0,1533.462715,1420.17,1471.770294,-341.537285,341.537285,18.2153,-454.83,454.83,24.2576,-403.229706,403.229706,21.5056
888,2025-04-16,1887,0.27,Snacks,Cookies,Bodi,South,2025,4,2,16,2,16,0,1486.178148,1321.97,1447.528736,-400.821852,400.821852,21.2412,-565.03,565.03,29.9433,-439.471264,439.471264,23.2894
889,2025-04-16,1952,0.11,Fruits & Veggies,Fresh Vegetables,Pudukottai,Central,2025,4,2,16,2,16,0,1525.212439,1524.02,1486.209021,-426.787561,426.787561,21.8641,-427.98,427.98,21.9252,-465.790979,465.790979,23.8622
890,2025-04-16,2246,0.24,Snacks,Chocolates,Kanyakumari,West,2025,4,2,16,2,16,0,1482.7915,1557.765,1477.027061,-763.2085,763.2085,33.9808,-688.235,688.235,30.6427,-768.972939,768.972939,34.2374
891,2025-04-16,2451,0.27,"Eggs, Meat & Fish",Fish,Theni,West,2025,4,2,16,2,16,0,1486.209592,1416.37,1490.467651,-964.790408,964.790408,39.3631,-1034.63,1034.63,42.2126,-960.532349,960.532349,39.1894
892,2025-04-17,639,0.23,Beverages,Health Drinks,Ooty,West,2025,4,2,16,3,17,0,1447.676542,1546.81,1455.509666,808.676542,808.676542,126.5534,907.81,907.81,142.0673,816.509666,816.509666,127.7793
893,2025-04-17,679,0.14,Fruits & Veggies,Organic Vegetables,Namakkal,Central,2025,4,2,16,3,17,0,1515.112888,1549.07,1515.483761,836.112888,836.112888,123.1389,870.07,870.07,128.1399,836.483761,836.483761,123.1935
894,2025-04-17,744,0.22,Oil & Masala,Edible Oil & Ghee,Virudhunagar,West,2025,4,2,16,3,17,0,1478.157857,1386.245,1462.316683,734.157857,734.157857,98.6771,642.245,642.245,86.3233,718.316683,718.316683,96.5479
895,2025-04-17,771,0.11,Bakery,Cakes,Dharmapuri,West,2025,4,2,16,3,17,0,1600.582239,1471.21,1514.29018,829.582239,829.582239,107.5982,700.21,700.21,90.8184,743.29018,743.29018,96.406
896,2025-04-17,1030,0.11,Beverages,Health Drinks,Trichy,West,2025,4,2,16,3,17,0,1514.130514,1413.58,1485.222914,484.130514,484.130514,47.003,383.58,383.58,37.2408,455.222914,455.222914,44.1964
897,2025-04-17,1034,0.28,Food Grains,Atta & Flour,Tirunelveli,West,2025,4,2,16,3,17,0,1530.200039,1453.965,1506.015379,496.200039,496.200039,47.9884,419.965,419.965,40.6156,472.015379,472.015379,45.6495
898,2025-04-17,1072,0.1,Snacks,Noodles,Madurai,West,2025,4,2,16,3,17,0,1523.348557,1425.475,1467.384203,451.348557,451.348557,42.1034,353.475,353.475,32.9734,395.384203,395.384203,36.8829
899,2025-04-17,1122,0.2,"Eggs, Meat & Fish",Fish,Ramanadhapuram,West,2025,4,2,16,3,17,0,1494.517238,1555.36,1506.719864,372.517238,372.517238,33.2012,433.36,433.36,38.6239,384.719864,384.719864,34.2888
900,2025-04-17,1393,0.2,Oil & Masala,Masalas,Krishnagiri,West,2025,4,2,16,3,17,0,1541.971932,1575.18,1522.700931,148.971932,148.971932,10.6943,182.18,182.18,13.0782,129.700931,129.700931,9.3109
901,2025-04-17,2114,0.13,Snacks,Chocolates,Cumbum,West,2025,4,2,16,3,17,0,1477.007895,1357.165,1442.705089,-636.992105,636.992105,30.1321,-756.835,756.835,35.8011,-671.294911,671.294911,31.7547
902,2025-04-17,2120,0.25,Beverages,Health Drinks,Coimbatore,East,2025,4,2,16,3,17,0,1400.226498,1528.48,1482.214486,-719.773502,719.773502,33.9516,-591.52,591.52,27.9019,-637.785514,637.785514,30.0842
903,2025-04-17,2202,0.22,Food Grains,Rice,Kanyakumari,West,2025,4,2,16,3,17,0,1523.499337,1675.39,1539.46766,-678.500663,678.500663,30.8129,-526.61,526.61,23.9151,-662.53234,662.53234,30.0878
904,2025-04-17,2414,0.12,Fruits & Veggies,Fresh Fruits,Kanyakumari,West,2025,4,2,16,3,17,0,1541.456015,1545.395,1518.151734,-872.543985,872.543985,36.1452,-868.605,868.605,35.982,-895.848266,895.848266,37.1105
905,2025-04-20,627,0.33,Snacks,Cookies,Bodi,East,2025,4,2,16,6,20,1,1452.351905,1261.09,1408.040946,825.351905,825.351905,131.6351,634.09,634.09,101.1308,781.040946,781.040946,124.5679
906,2025-04-20,673,0.23,Snacks,Noodles,Theni,East,2025,4,2,16,6,20,1,1480.185783,1397.31,1446.384697,807.185783,807.185783,119.9385,724.31,724.31,107.6241,773.384697,773.384697,114.916
907,2025-04-20,766,0.14,Snacks,Chocolates,Chennai,East,2025,4,2,16,6,20,1,1472.872003,1326.49,1424.841047,706.872003,706.872003,92.2809,560.49,560.49,73.171,658.841047,658.841047,86.0106
908,2025-04-20,784,0.13,Snacks,Chocolates,Vellore,Central,2025,4,2,16,6,20,1,1533.0827,1384.475,1461.917402,749.0827,749.0827,95.5463,600.475,600.475,76.5912,677.917402,677.917402,86.4691
909,2025-04-20,990,0.22,Bakery,Biscuits,Pudukottai,Central,2025,4,2,16,6,20,1,1554.183755,1530.46,1498.031214,564.183755,564.183755,56.9883,540.46,540.46,54.5919,508.031214,508.031214,51.3163
910,2025-04-20,1191,0.13,Food Grains,Dals & Pulses,Salem,Central,2025,4,2,16,6,20,1,1586.582849,1585.79,1540.476138,395.582849,395.582849,33.2143,394.79,394.79,33.1478,349.476138,349.476138,29.3431
911,2025-04-20,1562,0.27,Beverages,Health Drinks,Ramanadhapuram,Central,2025,4,2,16,6,20,1,1441.976864,1434.935,1434.222591,-120.023136,120.023136,7.6839,-127.065,127.065,8.1348,-127.777409,127.777409,8.1804
912,2025-04-20,1672,0.22,Food Grains,Rice,Bodi,East,2025,4,2,16,6,20,1,1509.84187,1499.59,1515.560806,-162.15813,162.15813,9.6985,-172.41,172.41,10.3116,-156.439194,156.439194,9.3564
913,2025-04-20,1697,0.3,Food Grains,Atta & Flour,Dindigul,Central,2025,4,2,16,6,20,1,1431.673178,1490.265,1477.540797,-265.326822,265.326822,15.6351,-206.735,206.735,12.1824,-219.459203,219.459203,12.9322
914,2025-04-20,1708,0.24,Snacks,Cookies,Chennai,East,2025,4,2,16,6,20,1,1457.794033,1403.81,1447.482713,-250.205967,250.205967,14.6491,-304.19,304.19,17.8097,-260.517287,260.517287,15.2528
915,2025-04-20,1795,0.31,Beverages,Soft Drinks,Nagercoil,East,2025,4,2,16,6,20,1,1432.978889,1417.72,1401.327663,-362.021111,362.021111,20.1683,-377.28,377.28,21.0184,-393.672337,393.672337,21.9316
916,2025-04-20,2270,0.27,Food Grains,Rice,Ooty,East,2025,4,2,16,6,20,1,1490.557017,1608.45,1501.562389,-779.442983,779.442983,34.3367,-661.55,661.55,29.1432,-768.437611,768.437611,33.8519
917,2025-04-20,2362,0.27,Snacks,Chocolates,Krishnagiri,Central,2025,4,2,16,6,20,1,1443.347582,1378.135,1464.56626,-918.652418,918.652418,38.893,-983.865,983.865,41.6539,-897.43374,897.43374,37.9947
918,2025-04-21,796,0.22,Oil & Masala,Spices,Salem,Central,2025,4,2,17,0,21,0,1559.777827,1499.72,1496.574483,763.777827,763.777827,95.952,703.72,703.72,88.407,700.574483,700.574483,88.0119
919,2025-04-21,904,0.3,Oil & Masala,Spices,Karur,Central,2025,4,2,17,0,21,0,1492.808979,1489.355,1493.372432,588.808979,588.808979,65.1337,585.355,585.355,64.7517,589.372432,589.372432,65.1961
920,2025-04-21,1036,0.27,Bakery,Breads & Buns,Ramanadhapuram,West,2025,4,2,17,0,21,0,1498.873702,1406.03,1493.488307,462.873702,462.873702,44.6789,370.03,370.03,35.7172,457.488307,457.488307,44.1591
921,2025-04-21,1466,0.35,Food Grains,Atta & Flour,Tenkasi,East,2025,4,2,17,0,21,0,1507.235991,1389.13,1451.694275,41.235991,41.235991,2.8128,-76.87,76.87,5.2435,-14.305725,14.305725,0.9758
922,2025-04-21,1734,0.2,Beverages,Health Drinks,Ramanadhapuram,West,2025,4,2,17,0,21,0,1471.814322,1667.02,1498.920849,-262.185678,262.185678,15.1203,-66.98,66.98,3.8627,-235.079151,235.079151,13.557
923,2025-04-21,1874,0.12,Bakery,Biscuits,Kanyakumari,Central,2025,4,2,17,0,21,0,1577.87286,1575.095,1553.234887,-296.12714,296.12714,15.8019,-298.905,298.905,15.9501,-320.765113,320.765113,17.1166
924,2025-04-21,1935,0.34,Food Grains,Atta & Flour,Coimbatore,Central,2025,4,2,17,0,21,0,1478.093984,1384.61,1466.18285,-456.906016,456.906016,23.6127,-550.39,550.39,28.4439,-468.81715,468.81715,24.2283
925,2025-04-21,2025,0.24,Oil & Masala,Spices,Krishnagiri,Central,2025,4,2,17,0,21,0,1515.616479,1515.61,1501.039317,-509.383521,509.383521,25.1547,-509.39,509.39,25.1551,-523.960683,523.960683,25.8746
926,2025-04-22,1082,0.3,Oil & Masala,Spices,Dharmapuri,South,2025,4,2,17,1,22,0,1586.66781,1375.09,1497.043981,504.66781,504.66781,46.6421,293.09,293.09,27.0878,415.043981,415.043981,38.359
927,2025-04-22,1736,0.14,Bakery,Cakes,Trichy,West,2025,4,2,17,1,22,0,1594.79866,1764.055,1575.392782,-141.20134,141.20134,8.1337,28.055,28.055,1.6161,-160.607218,160.607218,9.2516
928,2025-04-22,2381,0.15,Fruits & Veggies,Fresh Fruits,Coimbatore,East,2025,4,2,17,1,22,0,1480.129781,1579.48,1511.79967,-900.870219,900.870219,37.8358,-801.52,801.52,33.6632,-869.20033,869.20033,36.5057
929,2025-04-23,698,0.31,Bakery,Biscuits,Vellore,West,2025,4,2,17,2,23,0,1578.481595,1396.06,1503.684976,880.481595,880.481595,126.1435,698.06,698.06,100.0086,805.684976,805.684976,115.4276
930,2025-04-23,1074,0.28,Food Grains,Organic Staples,Tirunelveli,East,2025,4,2,17,2,23,0,1534.411291,1381.875,1502.579336,460.411291,460.411291,42.8688,307.875,307.875,28.6662,428.579336,428.579336,39.905
931,2025-04-23,1163,0.31,Snacks,Chocolates,Madurai,West,2025,4,2,17,2,23,0,1477.072953,1373.215,1458.355428,314.072953,314.072953,27.0054,210.215,210.215,18.0752,295.355428,295.355428,25.396
932,2025-04-23,1223,0.15,Oil & Masala,Spices,Viluppuram,West,2025,4,2,17,2,23,0,1552.812098,1667.24,1524.109774,329.812098,329.812098,26.9675,444.24,444.24,36.3238,301.109774,301.109774,24.6206
933,2025-04-23,1288,0.22,Fruits & Veggies,Fresh Vegetables,Karur,East,2025,4,2,17,2,23,0,1463.209818,1629.08,1488.966208,175.209818,175.209818,13.6032,341.08,341.08,26.4814,200.966208,200.966208,15.603
934,2025-04-23,1447,0.27,Snacks,Noodles,Kanyakumari,East,2025,4,2,17,2,23,0,1504.767331,1364.815,1463.127937,57.767331,57.767331,3.9922,-82.185,82.185,5.6797,16.127937,16.127937,1.1146
935,2025-04-23,1783,0.26,Beverages,Soft Drinks,Ramanadhapuram,South,2025,4,2,17,2,23,0,1532.518838,1423.6,1503.979001,-250.481162,250.481162,14.0483,-359.4,359.4,20.157,-279.020999,279.020999,15.649
