rad_id_2025,Order Date,Sales_faktisk,Discount,Category,Sub Category,City,Region,year,month,quarter,weekofyear,dayofweek,dayofmonth,is_weekend,prognose_lineaer_regresjon,prognose_random_forest_baseline,prognose_random_forest_tuned
676,2025-03-21,1503,0.21,Food Grains,Rice,Bodi,West,2025,3,1,12,4,21,0,1499.014908,1617.795,1553.611033
677,2025-03-21,1614,0.2,Food Grains,Atta & Flour,Kanyakumari,South,2025,3,1,12,4,21,0,1564.084975,1621.555,1579.4739
678,2025-03-21,1622,0.22,Food Grains,Organic Staples,Chennai,West,2025,3,1,12,4,21,0,1511.690571,1547.265,1547.741296
679,2025-03-21,1899,0.2,Bakery,Biscuits,Tenkasi,West,2025,3,1,12,4,21,0,1495.546785,1595.08,1559.459274
680,2025-03-21,2192,0.12,Food Grains,Rice,Cumbum,West,2025,3,1,12,4,21,0,1506.596238,1718.945,1546.610731
681,2025-03-21,2194,0.18,"Eggs, Meat & Fish",Fish,Vellore,West,2025,3,1,12,4,21,0,1543.718249,1612.25,1539.138081
682,2025-03-21,2334,0.27,Beverages,Soft Drinks,Perambalur,West,2025,3,1,12,4,21,0,1531.314861,1472.755,1517.002536
683,2025-03-21,2402,0.3,Snacks,Cookies,Ramanadhapuram,Central,2025,3,1,12,4,21,0,1436.741435,1462.655,1465.085734
684,2025-03-21,2451,0.23,Oil & Masala,Spices,Chennai,Central,2025,3,1,12,4,21,0,1494.495479,1503.685,1523.473234
685,2025-03-23,701,0.31,Bakery,Biscuits,Tirunelveli,West,2025,3,1,12,6,23,1,1507.048894,1531.775,1522.930842
686,2025-03-23,1295,0.25,Beverages,Soft Drinks,Tirunelveli,West,2025,3,1,12,6,23,1,1501.302906,1503.915,1482.65598
687,2025-03-23,1561,0.18,"Eggs, Meat & Fish",Mutton,Kanyakumari,East,2025,3,1,12,6,23,1,1581.834688,1527.89,1532.281083
688,2025-03-23,1724,0.26,Bakery,Biscuits,Dindigul,Central,2025,3,1,12,6,23,1,1422.069055,1435.995,1479.871715
689,2025-03-23,1749,0.32,Oil & Masala,Edible Oil & Ghee,Salem,West,2025,3,1,12,6,23,1,1525.615434,1510.945,1517.564454
690,2025-03-23,1873,0.23,Snacks,Chocolates,Viluppuram,East,2025,3,1,12,6,23,1,1471.074353,1520.39,1444.914029
691,2025-03-23,2099,0.12,Bakery,Cakes,Tirunelveli,West,2025,3,1,12,6,23,1,1539.231676,1524.405,1528.758462
692,2025-03-23,2285,0.1,Oil & Masala,Masalas,Ramanadhapuram,West,2025,3,1,12,6,23,1,1554.996875,1446.61,1518.501378
693,2025-03-24,738,0.14,Snacks,Chocolates,Karur,East,2025,3,1,13,0,24,0,1462.45288,1618.64,1503.677172
694,2025-03-24,800,0.35,Beverages,Soft Drinks,Krishnagiri,East,2025,3,1,13,0,24,0,1488.503143,1598.12,1472.014443
695,2025-03-24,1510,0.34,Oil & Masala,Spices,Krishnagiri,East,2025,3,1,13,0,24,0,1491.938654,1462.34,1483.573272
696,2025-03-24,1518,0.1,Fruits & Veggies,Organic Vegetables,Namakkal,East,2025,3,1,13,0,24,0,1530.170663,1394.845,1532.217957
697,2025-03-24,1765,0.29,Fruits & Veggies,Organic Fruits,Pudukottai,Central,2025,3,1,13,0,24,0,1484.294854,1469.07,1503.09441
698,2025-03-24,1888,0.34,Food Grains,Rice,Madurai,East,2025,3,1,13,0,24,0,1511.6796,1487.345,1549.213056
699,2025-03-24,1957,0.16,Snacks,Cookies,Salem,East,2025,3,1,13,0,24,0,1514.343758,1512.44,1491.807926
700,2025-03-25,1232,0.23,"Eggs, Meat & Fish",Fish,Pudukottai,Central,2025,3,1,13,1,25,0,1522.191804,1571.065,1534.177876
701,2025-03-25,1288,0.2,Fruits & Veggies,Organic Fruits,Pudukottai,Central,2025,3,1,13,1,25,0,1495.898698,1631.42,1512.707387
702,2025-03-25,1406,0.1,Snacks,Chocolates,Theni,West,2025,3,1,13,1,25,0,1484.714042,1246.635,1475.654144
703,2025-03-25,1482,0.13,"Eggs, Meat & Fish",Eggs,Bodi,West,2025,3,1,13,1,25,0,1558.186931,1625.465,1573.614091
704,2025-03-25,1495,0.21,Snacks,Chocolates,Namakkal,West,2025,3,1,13,1,25,0,1447.306562,1608.145,1491.127681
705,2025-03-25,1538,0.24,Beverages,Health Drinks,Coimbatore,West,2025,3,1,13,1,25,0,1402.943614,1559.725,1505.636413
706,2025-03-25,1712,0.17,Oil & Masala,Spices,Nagercoil,West,2025,3,1,13,1,25,0,1460.996038,1326.965,1453.325526
707,2025-03-25,1717,0.13,Bakery,Breads & Buns,Tirunelveli,West,2025,3,1,13,1,25,0,1516.673809,1677.905,1571.096934
708,2025-03-25,1912,0.26,Snacks,Cookies,Ooty,Central,2025,3,1,13,1,25,0,1455.14135,1419.92,1483.394036
709,2025-03-25,2175,0.23,Food Grains,Atta & Flour,Theni,East,2025,3,1,13,1,25,0,1535.344259,1640.03,1546.427743
710,2025-03-25,2343,0.25,Snacks,Noodles,Madurai,Central,2025,3,1,13,1,25,0,1500.175159,1460.495,1528.387646
711,2025-03-25,2351,0.24,Bakery,Breads & Buns,Trichy,Central,2025,3,1,13,1,25,0,1532.987998,1491.555,1558.487407
712,2025-03-26,717,0.35,Food Grains,Rice,Krishnagiri,Central,2025,3,1,13,2,26,0,1471.945882,1398.91,1505.875026
713,2025-03-26,783,0.28,Beverages,Health Drinks,Dharmapuri,Central,2025,3,1,13,2,26,0,1497.134475,1301.875,1472.103921
714,2025-03-26,793,0.1,"Eggs, Meat & Fish",Fish,Karur,Central,2025,3,1,13,2,26,0,1488.988737,1381.075,1511.776937
715,2025-03-26,944,0.22,"Eggs, Meat & Fish",Mutton,Kanyakumari,East,2025,3,1,13,2,26,0,1585.794488,1545.36,1571.405813
716,2025-03-26,1418,0.35,"Eggs, Meat & Fish",Mutton,Kanyakumari,Central,2025,3,1,13,2,26,0,1561.755814,1619.955,1573.983411
717,2025-03-26,1607,0.21,Bakery,Breads & Buns,Bodi,Central,2025,3,1,13,2,26,0,1499.086223,1661.305,1544.088777
718,2025-03-26,1790,0.32,Bakery,Breads & Buns,Theni,South,2025,3,1,13,2,26,0,1494.478483,1551.23,1525.836744
719,2025-03-26,1838,0.14,Bakery,Breads & Buns,Karur,East,2025,3,1,13,2,26,0,1485.302275,1511.415,1549.077729
720,2025-03-26,1920,0.12,"Eggs, Meat & Fish",Eggs,Virudhunagar,South,2025,3,1,13,2,26,0,1526.995299,1417.405,1544.071995
721,2025-03-26,2124,0.11,Beverages,Health Drinks,Madurai,West,2025,3,1,13,2,26,0,1491.767794,1496.185,1509.138461
722,2025-03-26,2466,0.3,"Eggs, Meat & Fish",Chicken,Tirunelveli,Central,2025,3,1,13,2,26,0,1544.823151,1526.22,1552.534267
723,2025-03-27,534,0.15,Bakery,Breads & Buns,Krishnagiri,South,2025,3,1,13,3,27,0,1511.672678,1722.38,1577.783407
724,2025-03-27,603,0.17,Bakery,Breads & Buns,Kanyakumari,Central,2025,3,1,13,3,27,0,1515.696843,1696.31,1579.961368
725,2025-03-27,886,0.29,Fruits & Veggies,Fresh Fruits,Ooty,South,2025,3,1,13,3,27,0,1504.916905,1457.075,1515.05041
726,2025-03-27,904,0.19,Snacks,Chocolates,Chennai,South,2025,3,1,13,3,27,0,1480.919714,1556.8,1486.785785
727,2025-03-27,1393,0.22,Beverages,Soft Drinks,Tirunelveli,Central,2025,3,1,13,3,27,0,1512.695709,1504.645,1488.405422
728,2025-03-27,1450,0.18,Oil & Masala,Edible Oil & Ghee,Cumbum,Central,2025,3,1,13,3,27,0,1522.097343,1479.16,1506.991643
729,2025-03-27,1522,0.18,Fruits & Veggies,Organic Vegetables,Chennai,South,2025,3,1,13,3,27,0,1542.211824,1498.265,1518.061006
730,2025-03-27,1690,0.13,Food Grains,Rice,Ramanadhapuram,South,2025,3,1,13,3,27,0,1533.911915,1460.05,1524.520223
731,2025-03-27,1717,0.22,Food Grains,Dals & Pulses,Ooty,East,2025,3,1,13,3,27,0,1535.02809,1475.19,1547.882716
732,2025-03-27,1871,0.23,Bakery,Breads & Buns,Vellore,Central,2025,3,1,13,3,27,0,1543.822557,1574.605,1550.958422
733,2025-03-27,1892,0.27,Food Grains,Atta & Flour,Cumbum,West,2025,3,1,13,3,27,0,1520.292911,1481.235,1546.338544
734,2025-03-27,2200,0.27,Fruits & Veggies,Fresh Fruits,Coimbatore,South,2025,3,1,13,3,27,0,1462.551532,1471.195,1502.855862
735,2025-03-27,2238,0.13,"Eggs, Meat & Fish",Eggs,Bodi,West,2025,3,1,13,3,27,0,1551.451615,1487.135,1553.807346
736,2025-03-27,2338,0.11,Snacks,Noodles,Vellore,West,2025,3,1,13,3,27,0,1555.097069,1383.01,1510.527347
737,2025-03-28,550,0.24,Bakery,Cakes,Namakkal,South,2025,3,1,13,4,28,0,1516.818017,1427.41,1529.247187
738,2025-03-28,666,0.22,Beverages,Soft Drinks,Nagercoil,West,2025,3,1,13,4,28,0,1440.803552,1450.98,1471.156796
739,2025-03-28,685,0.35,Fruits & Veggies,Organic Vegetables,Perambalur,West,2025,3,1,13,4,28,0,1534.821823,1653.715,1520.831077
740,2025-03-28,1646,0.31,Snacks,Noodles,Chennai,West,2025,3,1,13,4,28,0,1457.499039,1476.83,1505.552153
741,2025-03-28,1714,0.26,Snacks,Noodles,Tenkasi,West,2025,3,1,13,4,28,0,1447.078527,1403.49,1493.902108
742,2025-03-28,1802,0.16,Oil & Masala,Spices,Vellore,West,2025,3,1,13,4,28,0,1573.28781,1313.92,1490.39867
743,2025-03-28,1909,0.32,Fruits & Veggies,Organic Fruits,Ramanadhapuram,West,2025,3,1,13,4,28,0,1435.7916,1463.06,1505.678065
744,2025-03-28,2056,0.12,"Eggs, Meat & Fish",Fish,Krishnagiri,West,2025,3,1,13,4,28,0,1492.596759,1486.28,1504.151949
745,2025-03-29,1976,0.25,"Eggs, Meat & Fish",Eggs,Nagercoil,Central,2025,3,1,13,5,29,1,1462.810657,1546.52,1520.669174
746,2025-03-30,607,0.19,Bakery,Cakes,Vellore,West,2025,3,1,13,6,30,1,1584.293704,1514.33,1536.704526
747,2025-03-30,766,0.16,Fruits & Veggies,Organic Vegetables,Pudukottai,South,2025,3,1,13,6,30,1,1576.784971,1414.36,1521.050652
748,2025-03-30,1054,0.25,Fruits & Veggies,Fresh Vegetables,Pudukottai,Central,2025,3,1,13,6,30,1,1492.540888,1449.54,1508.511548
749,2025-03-30,1123,0.31,Food Grains,Rice,Madurai,West,2025,3,1,13,6,30,1,1503.095277,1663.33,1564.028423
750,2025-03-30,1339,0.28,Oil & Masala,Edible Oil & Ghee,Dindigul,East,2025,3,1,13,6,30,1,1420.977748,1400.22,1457.452339
751,2025-03-30,2159,0.31,Bakery,Biscuits,Namakkal,West,2025,3,1,13,6,30,1,1485.917982,1534.98,1521.86145
752,2025-03-31,751,0.24,Snacks,Chocolates,Virudhunagar,East,2025,3,1,14,0,31,0,1429.371253,1565.0,1510.070854
753,2025-03-31,793,0.23,Fruits & Veggies,Fresh Fruits,Namakkal,South,2025,3,1,14,0,31,0,1514.905406,1550.06,1518.295647
754,2025-03-31,1002,0.21,Snacks,Chocolates,Viluppuram,East,2025,3,1,14,0,31,0,1497.094092,1625.15,1509.613689
755,2025-03-31,1224,0.16,Bakery,Biscuits,Viluppuram,Central,2025,3,1,14,0,31,0,1566.882682,1562.08,1572.134253
756,2025-03-31,1274,0.14,Fruits & Veggies,Organic Vegetables,Dindigul,South,2025,3,1,14,0,31,0,1481.456381,1435.705,1492.730913
757,2025-03-31,1302,0.35,Bakery,Breads & Buns,Bodi,South,2025,3,1,14,0,31,0,1508.864392,1467.51,1486.491371
758,2025-03-31,1420,0.22,"Eggs, Meat & Fish",Fish,Salem,East,2025,3,1,14,0,31,0,1537.179688,1469.555,1512.558745
759,2025-03-31,1732,0.17,Oil & Masala,Edible Oil & Ghee,Ooty,Central,2025,3,1,14,0,31,0,1535.63026,1514.595,1518.865427
760,2025-03-31,2074,0.3,"Eggs, Meat & Fish",Eggs,Tenkasi,East,2025,3,1,14,0,31,0,1511.92065,1629.145,1579.694268
761,2025-03-31,2080,0.35,Snacks,Chocolates,Virudhunagar,Central,2025,3,1,14,0,31,0,1408.65958,1642.785,1509.881025
762,2025-03-31,2177,0.12,Food Grains,Organic Staples,Ramanadhapuram,West,2025,3,1,14,0,31,0,1554.746156,1424.52,1532.435739
763,2025-03-31,2350,0.24,Oil & Masala,Edible Oil & Ghee,Trichy,South,2025,3,1,14,0,31,0,1591.465962,1547.135,1535.617939
764,2025-03-31,2396,0.16,Bakery,Breads & Buns,Tirunelveli,South,2025,3,1,14,0,31,0,1540.538982,1625.035,1575.032732
765,2025-04-02,738,0.32,Food Grains,Atta & Flour,Viluppuram,East,2025,4,2,14,2,2,0,1530.828166,1512.105,1511.187956
766,2025-04-03,502,0.34,Food Grains,Dals & Pulses,Tenkasi,Central,2025,4,2,14,3,3,0,1488.778006,1496.22,1471.779613
767,2025-04-03,807,0.32,Beverages,Health Drinks,Tirunelveli,West,2025,4,2,14,3,3,0,1433.053232,1411.915,1451.710005
768,2025-04-03,841,0.14,Bakery,Breads & Buns,Madurai,Central,2025,4,2,14,3,3,0,1514.694802,1458.39,1505.502034
769,2025-04-03,910,0.15,"Eggs, Meat & Fish",Eggs,Nagercoil,Central,2025,4,2,14,3,3,0,1471.405646,1426.06,1490.362711
770,2025-04-03,1272,0.24,"Eggs, Meat & Fish",Fish,Virudhunagar,West,2025,4,2,14,3,3,0,1434.810793,1287.585,1448.322226
771,2025-04-03,2216,0.13,Fruits & Veggies,Organic Fruits,Tenkasi,Central,2025,4,2,14,3,3,0,1442.346329,1448.12,1482.491684
772,2025-04-04,995,0.28,Snacks,Cookies,Kanyakumari,Central,2025,4,2,14,4,4,0,1459.42813,1264.73,1445.617701
773,2025-04-04,1039,0.31,Snacks,Noodles,Kanyakumari,East,2025,4,2,14,4,4,0,1475.347146,1468.62,1476.859071
774,2025-04-04,1153,0.22,Oil & Masala,Masalas,Pudukottai,East,2025,4,2,14,4,4,0,1564.793772,1406.285,1497.068713
775,2025-04-04,1231,0.26,"Eggs, Meat & Fish",Eggs,Namakkal,East,2025,4,2,14,4,4,0,1495.046461,1664.71,1520.168432
776,2025-04-04,1306,0.13,Oil & Masala,Masalas,Theni,East,2025,4,2,14,4,4,0,1548.848511,1573.735,1523.866295
777,2025-04-04,1714,0.24,Food Grains,Organic Staples,Ooty,East,2025,4,2,14,4,4,0,1507.263671,1484.565,1499.043754
778,2025-04-05,892,0.34,Fruits & Veggies,Fresh Fruits,Krishnagiri,West,2025,4,2,14,5,5,1,1467.297504,1211.985,1416.285739
779,2025-04-05,1060,0.22,Bakery,Breads & Buns,Kanyakumari,West,2025,4,2,14,5,5,1,1503.113446,1545.375,1506.398636
780,2025-04-05,1169,0.18,"Eggs, Meat & Fish",Mutton,Madurai,South,2025,4,2,14,5,5,1,1603.12849,1528.1,1502.792523
781,2025-04-05,1203,0.29,Snacks,Cookies,Tirunelveli,South,2025,4,2,14,5,5,1,1470.329468,1402.84,1441.219137
782,2025-04-05,1216,0.22,Bakery,Cakes,Nagercoil,East,2025,4,2,14,5,5,1,1456.934071,1342.5,1408.988853
783,2025-04-05,1230,0.25,"Eggs, Meat & Fish",Chicken,Vellore,East,2025,4,2,14,5,5,1,1598.439335,1524.705,1528.014644
784,2025-04-05,1411,0.18,Fruits & Veggies,Fresh Vegetables,Madurai,South,2025,4,2,14,5,5,1,1512.253724,1395.27,1469.96923
785,2025-04-05,1576,0.19,Oil & Masala,Edible Oil & Ghee,Ooty,South,2025,4,2,14,5,5,1,1532.73516,1416.915,1456.448557
786,2025-04-05,1606,0.22,"Eggs, Meat & Fish",Mutton,Virudhunagar,East,2025,4,2,14,5,5,1,1514.360948,1228.15,1433.377835
787,2025-04-05,1676,0.24,"Eggs, Meat & Fish",Fish,Vellore,West,2025,4,2,14,5,5,1,1537.338792,1449.72,1489.449139
788,2025-04-05,1890,0.29,Snacks,Cookies,Theni,West,2025,4,2,14,5,5,1,1442.819517,1431.5,1442.834094
789,2025-04-06,972,0.3,Food Grains,Organic Staples,Bodi,South,2025,4,2,14,6,6,1,1528.290223,1491.16,1501.969885
790,2025-04-06,976,0.17,Bakery,Cakes,Trichy,Central,2025,4,2,14,6,6,1,1564.295615,1762.58,1538.034763
791,2025-04-06,1324,0.35,Fruits & Veggies,Fresh Vegetables,Namakkal,Central,2025,4,2,14,6,6,1,1419.30527,1348.375,1433.136111
792,2025-04-06,1473,0.35,"Eggs, Meat & Fish",Fish,Vellore,South,2025,4,2,14,6,6,1,1535.817024,1653.02,1541.361737
793,2025-04-06,1649,0.27,Food Grains,Dals & Pulses,Pudukottai,Central,2025,4,2,14,6,6,1,1550.406667,1587.24,1508.409238
794,2025-04-06,1831,0.24,Fruits & Veggies,Organic Fruits,Coimbatore,South,2025,4,2,14,6,6,1,1414.741203,1452.495,1452.626161
795,2025-04-06,2189,0.15,Bakery,Breads & Buns,Viluppuram,South,2025,4,2,14,6,6,1,1531.310876,1513.35,1512.067719
796,2025-04-06,2346,0.18,Fruits & Veggies,Fresh Fruits,Viluppuram,South,2025,4,2,14,6,6,1,1538.805835,1294.94,1480.909561
797,2025-04-08,752,0.19,Fruits & Veggies,Fresh Fruits,Krishnagiri,West,2025,4,2,15,1,8,0,1502.863808,1535.715,1515.42429
798,2025-04-08,1355,0.25,Oil & Masala,Spices,Kanyakumari,West,2025,4,2,15,1,8,0,1529.081315,1661.57,1533.212336
799,2025-04-08,2294,0.31,Snacks,Noodles,Viluppuram,Central,2025,4,2,15,1,8,0,1488.156767,1587.21,1472.510507
800,2025-04-09,581,0.34,"Eggs, Meat & Fish",Eggs,Karur,West,2025,4,2,15,2,9,0,1490.812896,1600.205,1525.621511
801,2025-04-09,671,0.13,Food Grains,Rice,Tenkasi,East,2025,4,2,15,2,9,0,1496.472539,1506.06,1511.620138
802,2025-04-09,795,0.28,Fruits & Veggies,Organic Vegetables,Tirunelveli,Central,2025,4,2,15,2,9,0,1516.322454,1691.045,1498.296448
803,2025-04-09,979,0.17,Snacks,Noodles,Pudukottai,West,2025,4,2,15,2,9,0,1519.440772,1450.385,1470.133518
804,2025-04-09,1002,0.17,Beverages,Health Drinks,Dharmapuri,West,2025,4,2,15,2,9,0,1515.045565,1634.485,1525.514427
805,2025-04-09,1085,0.19,"Eggs, Meat & Fish",Fish,Madurai,West,2025,4,2,15,2,9,0,1515.378052,1499.02,1514.250613
806,2025-04-09,1109,0.33,"Eggs, Meat & Fish",Eggs,Chennai,Central,2025,4,2,15,2,9,0,1509.944802,1618.87,1549.68185
807,2025-04-09,1284,0.12,Food Grains,Rice,Pudukottai,East,2025,4,2,15,2,9,0,1550.022719,1485.165,1530.91517
808,2025-04-09,1286,0.15,"Eggs, Meat & Fish",Mutton,Theni,East,2025,4,2,15,2,9,0,1575.585989,1483.58,1543.456872
809,2025-04-09,1288,0.26,Snacks,Noodles,Nagercoil,West,2025,4,2,15,2,9,0,1411.549725,1401.68,1393.080937
810,2025-04-09,1371,0.33,Food Grains,Atta & Flour,Karur,Central,2025,4,2,15,2,9,0,1491.153027,1366.655,1466.435297
811,2025-04-09,1494,0.19,Food Grains,Dals & Pulses,Pudukottai,Central,2025,4,2,15,2,9,0,1574.32847,1633.365,1526.386577
812,2025-04-09,1576,0.3,Bakery,Cakes,Vellore,West,2025,4,2,15,2,9,0,1570.034127,1477.555,1504.89908
813,2025-04-09,1642,0.29,"Eggs, Meat & Fish",Eggs,Kanyakumari,East,2025,4,2,15,2,9,0,1541.865625,1689.625,1557.977821
814,2025-04-09,1782,0.22,Snacks,Noodles,Vellore,Central,2025,4,2,15,2,9,0,1538.091132,1504.735,1466.284541
815,2025-04-09,1792,0.25,Bakery,Cakes,Kanyakumari,Central,2025,4,2,15,2,9,0,1539.401073,1614.385,1515.999572
816,2025-04-09,1839,0.19,Food Grains,Dals & Pulses,Trichy,South,2025,4,2,15,2,9,0,1607.222029,1703.765,1581.155855
817,2025-04-09,1852,0.24,Bakery,Cakes,Trichy,West,2025,4,2,15,2,9,0,1564.108754,1608.64,1555.852113
818,2025-04-09,1976,0.23,Bakery,Breads & Buns,Tenkasi,East,2025,4,2,15,2,9,0,1468.673753,1688.225,1503.167967
819,2025-04-09,2068,0.17,Food Grains,Atta & Flour,Namakkal,Central,2025,4,2,15,2,9,0,1519.204202,1499.565,1491.927182
820,2025-04-09,2122,0.33,Food Grains,Dals & Pulses,Tirunelveli,South,2025,4,2,15,2,9,0,1548.476494,1354.97,1505.275652
821,2025-04-09,2271,0.13,Beverages,Soft Drinks,Tenkasi,West,2025,4,2,15,2,9,0,1502.311984,1483.5,1478.557313
822,2025-04-09,2272,0.26,Bakery,Breads & Buns,Ooty,West,2025,4,2,15,2,9,0,1479.413958,1594.31,1498.974471
823,2025-04-09,2291,0.27,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,East,2025,4,2,15,2,9,0,1555.654788,1526.545,1544.124453
824,2025-04-09,2322,0.26,Beverages,Soft Drinks,Chennai,West,2025,4,2,15,2,9,0,1499.424494,1701.835,1501.384051
825,2025-04-09,2393,0.33,Bakery,Biscuits,Kanyakumari,West,2025,4,2,15,2,9,0,1526.360634,1497.16,1482.606843
826,2025-04-09,2426,0.2,Food Grains,Dals & Pulses,Bodi,West,2025,4,2,15,2,9,0,1549.889518,1553.35,1546.495577
827,2025-04-09,2448,0.3,Bakery,Breads & Buns,Ramanadhapuram,East,2025,4,2,15,2,9,0,1478.02997,1613.82,1509.748239
828,2025-04-10,730,0.17,Beverages,Health Drinks,Salem,East,2025,4,2,15,3,10,0,1490.669828,1580.68,1489.579784
829,2025-04-11,556,0.1,Oil & Masala,Edible Oil & Ghee,Krishnagiri,East,2025,4,2,15,4,11,0,1525.594655,1552.96,1481.093374
830,2025-04-11,619,0.22,Snacks,Noodles,Cumbum,South,2025,4,2,15,4,11,0,1493.522885,1438.165,1457.93189
831,2025-04-11,720,0.1,"Eggs, Meat & Fish",Chicken,Perambalur,Central,2025,4,2,15,4,11,0,1604.930682,1481.225,1537.968081
832,2025-04-11,866,0.16,Bakery,Breads & Buns,Pudukottai,South,2025,4,2,15,4,11,0,1544.044681,1781.75,1547.644201
833,2025-04-11,932,0.12,Snacks,Cookies,Nagercoil,South,2025,4,2,15,4,11,0,1429.751459,1163.46,1352.223929
834,2025-04-11,1194,0.29,Bakery,Cakes,Namakkal,Central,2025,4,2,15,4,11,0,1486.28103,1400.155,1491.360215
835,2025-04-11,1207,0.25,Snacks,Noodles,Krishnagiri,Central,2025,4,2,15,4,11,0,1459.919201,1465.76,1450.489198
836,2025-04-11,1474,0.12,Snacks,Chocolates,Bodi,South,2025,4,2,15,4,11,0,1497.49468,1582.08,1488.672938
837,2025-04-11,1709,0.28,Snacks,Chocolates,Kanyakumari,South,2025,4,2,15,4,11,0,1484.202953,1392.8,1477.326858
838,2025-04-11,1814,0.14,Snacks,Chocolates,Coimbatore,Central,2025,4,2,15,4,11,0,1416.519721,1431.795,1457.438684
839,2025-04-11,1840,0.32,"Eggs, Meat & Fish",Chicken,Perambalur,South,2025,4,2,15,4,11,0,1589.32191,1637.81,1538.543935
840,2025-04-11,1875,0.33,Beverages,Soft Drinks,Bodi,South,2025,4,2,15,4,11,0,1510.718444,1348.18,1476.386873
841,2025-04-11,1907,0.29,Oil & Masala,Masalas,Cumbum,South,2025,4,2,15,4,11,0,1546.058493,1612.31,1512.23308
842,2025-04-11,1976,0.29,Oil & Masala,Masalas,Madurai,South,2025,4,2,15,4,11,0,1567.355274,1684.29,1531.186383
843,2025-04-11,2150,0.15,Fruits & Veggies,Fresh Fruits,Tenkasi,Central,2025,4,2,15,4,11,0,1485.318728,1530.075,1499.687904
844,2025-04-11,2227,0.35,Snacks,Noodles,Tenkasi,East,2025,4,2,15,4,11,0,1432.445103,1364.095,1400.048518
845,2025-04-11,2340,0.29,Snacks,Noodles,Coimbatore,South,2025,4,2,15,4,11,0,1432.60883,1358.845,1443.098491
846,2025-04-12,519,0.11,Fruits & Veggies,Organic Fruits,Coimbatore,West,2025,4,2,15,5,12,1,1424.933593,1317.35,1462.7191
847,2025-04-12,606,0.27,Snacks,Cookies,Coimbatore,East,2025,4,2,15,5,12,1,1403.697217,1342.85,1415.004025
848,2025-04-12,619,0.13,Bakery,Biscuits,Coimbatore,Central,2025,4,2,15,5,12,1,1486.900276,1510.26,1516.634654
849,2025-04-12,635,0.12,Snacks,Noodles,Cumbum,Central,2025,4,2,15,5,12,1,1494.00245,1411.755,1443.274433
850,2025-04-12,951,0.34,Food Grains,Organic Staples,Dharmapuri,East,2025,4,2,15,5,12,1,1560.169074,1527.88,1516.790171
851,2025-04-12,985,0.32,Snacks,Cookies,Viluppuram,Central,2025,4,2,15,5,12,1,1462.726742,1300.575,1436.432016
852,2025-04-12,1120,0.19,"Eggs, Meat & Fish",Chicken,Perambalur,East,2025,4,2,15,5,12,1,1597.205146,1593.0,1543.700811
853,2025-04-12,1122,0.18,Oil & Masala,Spices,Cumbum,East,2025,4,2,15,5,12,1,1516.310519,1488.75,1492.754251
854,2025-04-12,1139,0.24,Oil & Masala,Edible Oil & Ghee,Ooty,East,2025,4,2,15,5,12,1,1511.186218,1449.915,1494.215095
855,2025-04-12,1168,0.21,Bakery,Biscuits,Pudukottai,East,2025,4,2,15,5,12,1,1556.284461,1596.81,1509.107846
856,2025-04-12,1610,0.34,Beverages,Health Drinks,Perambalur,Central,2025,4,2,15,5,12,1,1470.495247,1333.53,1418.254225
857,2025-04-12,1790,0.32,"Eggs, Meat & Fish",Eggs,Tirunelveli,East,2025,4,2,15,5,12,1,1521.716413,1661.29,1522.51298
858,2025-04-12,2099,0.28,Oil & Masala,Masalas,Namakkal,East,2025,4,2,15,5,12,1,1514.963449,1477.155,1470.465562
859,2025-04-12,2208,0.1,"Eggs, Meat & Fish",Mutton,Krishnagiri,South,2025,4,2,15,5,12,1,1592.858383,1484.78,1515.453963
860,2025-04-12,2343,0.27,Fruits & Veggies,Organic Vegetables,Vellore,East,2025,4,2,15,5,12,1,1569.859512,1462.285,1518.477869
861,2025-04-12,2465,0.26,Oil & Masala,Spices,Bodi,East,2025,4,2,15,5,12,1,1510.39269,1444.605,1485.321575
862,2025-04-12,2469,0.31,Beverages,Soft Drinks,Madurai,East,2025,4,2,15,5,12,1,1514.209787,1445.07,1473.880123
863,2025-04-12,2480,0.3,Fruits & Veggies,Fresh Vegetables,Bodi,East,2025,4,2,15,5,12,1,1465.153671,1343.78,1463.347916
864,2025-04-13,1071,0.17,Food Grains,Atta & Flour,Pudukottai,West,2025,4,2,15,6,13,1,1564.803605,1556.065,1528.271719
865,2025-04-13,1391,0.14,Fruits & Veggies,Fresh Fruits,Viluppuram,East,2025,4,2,15,6,13,1,1532.228396,1497.525,1516.748222
866,2025-04-13,1405,0.25,Snacks,Chocolates,Theni,West,2025,4,2,15,6,13,1,1449.89245,1369.615,1447.043707
867,2025-04-13,1929,0.18,Oil & Masala,Edible Oil & Ghee,Coimbatore,West,2025,4,2,15,6,13,1,1470.537858,1370.56,1476.907894
868,2025-04-14,905,0.18,Food Grains,Rice,Theni,East,2025,4,2,16,0,14,0,1521.203894,1521.525,1524.856732
869,2025-04-14,1071,0.11,Snacks,Cookies,Vellore,South,2025,4,2,16,0,14,0,1570.96046,1367.89,1471.421663
870,2025-04-14,1198,0.17,Beverages,Soft Drinks,Ooty,East,2025,4,2,16,0,14,0,1526.606288,1483.225,1512.542788
871,2025-04-14,1655,0.2,Bakery,Cakes,Theni,East,2025,4,2,16,0,14,0,1541.588935,1523.375,1526.453388
